author|date_time|title|comment_text
gr8owl|07/04/2020 10:54  AM|Members you miss|"
			I swore I would not comment, however, four pages in there appear to be glaring omissions (if I missed a mention, sorry).  So in no particular order:



	Wonder, Ember, Sable, CSGeisha, Ms Madalynn, Denver Eden, Apolonia, aka Nikki of Pueblo, Ravivance, Dash, Tiny Torri (sp?), Jade Star
		"
gr8owl|07/04/2020 10:09  AM|Covid-19 Vaccine|"
			Believe it or not I am not trying to argue with anyone.  Everyone is entitled to their opinion ........ one of the fabulous things about this country.  HOWEVER, no one is entitled to their own (false) facts.  If lies, disinformation, divisive bullshit is not challenged head on and opposed it can rise to the top and become tomorrow's tradition.  I am a stickler for facts and not gonna stop challenging the tang.  I agree though - vote!!!
		"
gr8owl|07/03/2020 11:38  PM|Roadtrippin Tunes|"
			On return trip just a reminder where you are coming back to.  Almost an hour.  Seems so long ago now.  Hope some of you were also there. incredible show.
		"
gr8owl|07/03/2020 10:53  PM|Roadtrippin Tunes|"
			or perhaps a little Grace.  Potter that is
		"
gr8owl|07/03/2020 10:11  PM|Roadtrippin Tunes|"
			For night driving pleasure, semi-mellow gotta be The Growlers.  Such as
		"
gr8owl|07/03/2020  7:55  PM|stop posting for premium snap or only fans|"
			OK, sometimes I confuse easily, but .................. what???
		"
gr8owl|07/03/2020  7:51  PM|stop posting for premium snap or only fans|"
			Well speaking as a hopeless fool, enlighten me - when did you buy the website?  There are many clients and many ladies that enjoy and benefit from the services.  Who exactly are you to call the clients fools and imply that the ladies are below the dignity of this site?  Lastly, have you ever gone by a handle with ""diamond"" as part of said handle?
		"
hornyoldtoad|07/06/2020  4:44  PM|Client face picture|"
			i've always admired the ladies side of this equation - the doods get to see pics and make choices under the laws of attraction - and look forward to the experience with someone that they have already been mentally fantasizing about - win win win...



	hats off to you ya ladies - who open the door and can't always be thinking, yaayyyy...
		"
hornyoldtoad|07/06/2020  4:35  PM|Roadtrippin Tunes|"
			trombone shorty - fire and brimstone



	redbone - come and get your love



	Nathaniel Rateliff - You worry me



	otis taylor - nasty letter



	pearl jam - just breathe







	more to come...
		"
hornyoldtoad|07/01/2020  2:03  PM|Covid-19 Vaccine|"
			not sure - i travel weekly for work and i have heard it may be required? repeat 'heard'...



	fauci said he feels there will be one by the end of the year and expects it to be 70-75% effective?  tough call with no history of side effects...
		"
hornyoldtoad|07/01/2020  2:00  PM|Already July? Damn|"
			i miss living the way i used to - i got very comfortable with my life and how i lived it - now so much of it is out of my control and its just different having to fit into this world's new normal...



	plus a bit saddened and frustrated that i honestly thought we would be over the hump by now and looking ahead to the holidays for possible round two - how naive i was - this second wave and all these people getting sick is disheartening...
		"
hornyoldtoad|06/24/2020  1:25  PM|Favorite Nipple|"
			ahhhh, reminds me of the puffies thread!!!!!
		"
hornyoldtoad|06/20/2020  2:28  PM|Plan A vs Plan B-lesson learned|"
			discovered a fantastic AMP as a plan B when a NCNS landed in my lap as i was parking the car at her incall...



	had a plan B in Minneapolis ten out to be a regular visit till she stopped posting...



	had a plan A be my ATF for years...



	Thought a plan A would be an ATF from pics posts and pm's, turned out better filed as a future plan B...



	it is what it is...



	HW is a YMMV world and you just gotta be ready to accept what it gives you and grateful when you feel you get out of it what you put into it



	Sorry you got the ""boyfriend in the next room for $ shuffle', most everyone in the hobby will have a 'got scammed' story of some kind, or robbed, or cheated, or or or...



	Chin up and turn the page and learn and hobby better and live safer and happier...
		"
hornyoldtoad|06/20/2020  2:17  PM|What is TOB to you?|"
			TOB is a therapeutic escape from the crazy of the RW.  Where i can leave the RW interactions behind and enjoy the pleasurable HW interactions...
		"
hornyoldtoad|06/16/2020  2:36  PM|Filtering daty as a must|"
			you do enough research, enough PMs, and you can generally find what you need to know making a smart choice on your next date....



	and if all else fails, have a candid conversation after your date(s), after you have established you are both real HW people and safe and trustworthy - i have asked an ATF about certain things i enjoy and she outright recommended a few ladies she knew of...



	just be respectful and courteous...
		"
hornyoldtoad|06/16/2020  2:32  PM|Travel during uncertain times|"
			finally getting back in the swing of things for work travel....limited so far...July looks like full swing again...cannot wait...



	CA, CO, OR, WA, and Vegas - here i 'come'
		"
hornyoldtoad|06/16/2020  2:27  PM|The Matrix|"
			maybe we'll find out in the 4th installment:)
		"
hornyoldtoad|06/15/2020 11:47  AM|Supply and demand never thought id use it here|"
			totally my bad - i was making a bigger statement about the economy as a whole and vegas is a market i visit regularly - i stay at the cosmopolitan and it is open again...



	luckily only 2 days to go in CO:)
		"
hornyoldtoad|06/14/2020  9:02  AM|Old tv shows! What are you re watching|"
			Thanks!  Will do for sure.  Was looking for another show for my lineup.
		"
hornyoldtoad|06/13/2020 12:56  PM|Old tv shows! What are you re watching|"
			fantastic show - imo - hard to not binge watch...
		"
hornyoldtoad|06/12/2020  8:31  AM|Old tv shows! What are you re watching|"
			Yellowstone is returning in a couple weeks.



	Super stoked!
		"
hornyoldtoad|06/11/2020 10:38  AM|Incall tips for the time of covid? Hotels, Airbnb’s, etc|"
			generally speaking here - for what its worth...



	i find as a start to travel again that hotel staff is just happy to be working again in so many places...



	i would think the old rules simply apply a little more now, be smart, don't come off as someone doing something suspicious, and be as respectful to your surroundings as you would want them to be to you and then go have fun...
		"
Hunter VanDyke|07/06/2020  9:58  PM|Waiting  30 days for reference check|"
			I agree. Multiple options for screening seems to work best for me too. Adding in a RW screening option has opened up possibilities to see newbies and clients who do not like to use their references for a variety a reasons.



	When I worked in my 20s, I never remember any controversy over references. Like you mentioned, I dont remember there being a competition issue either. I think it was mainly because internet escorting was new and we were all pretty excited about it and about helping each other.  I came back into the industry thinking it was the same. Boy was I wrong. 😂
		"
Hunter VanDyke|07/06/2020  9:46  PM|Waiting  30 days for reference check|"
			I got a reference request from a TOB client I hadn't seen in over a year recently. 😋 Luckily, he's a very sweet guy and fun and treats all the ladies great and I knew exactly who he was because I had seen him many times.



	I do know what you're talking about though and I do think they are different than personal references, because at least with personal references we can let the providers know we don't remember them but we have this little note jotted down for them, and the provider can decide for themselves if that's good enough.  If I don't have any recollection at all for a client and it's been awhile, I would ask them to come back to see me for a reference on here. Thanks again for your post. It's a good reminder. ❤
		"
Hunter VanDyke|07/05/2020  5:19  PM|Fireworks|"
			I've been hearing it for days.  I hope everyone had a good time. This year has been crazy and we all can use a little fun, actually a lot of fun! 😍🎆🍻
		"
Hunter VanDyke|07/05/2020 12:52  PM|Client face picture|"
			I prefer the surprise ❤
		"
Hunter VanDyke|07/05/2020 12:54  AM|Name change|"
			rac·ism




		/ˈrāˌsizəm/





				Learn to pronounce















						noun











											prejudice, discrimination, or antagonism directed against a person or people on the basis of their membership of a particular racial or ethnic group, typically one that is a minority or marginalized.
		"
Hunter VanDyke|07/04/2020  5:55  PM|Waiting  30 days for reference check|"
			My understanding is there is a bunch of fluff and games being played from ladies who are not reference friendly, but want to publically act like they are and it's annoying as hell to the ladies and gents who are reference friendly and use references.  That's why I appreciated the OPs post so much.  Its honest with no game playing.
		"
Hunter VanDyke|07/04/2020  5:31  PM|Waiting  30 days for reference check|"
			Aww...the beauty of being independent and not managed. I agree.



	Now if the ladies who don't prefer the reference sharing network would respect the boundaries of those that do and stop telling them how they should screen.  I remember having to tell a provider I'll run my business how I see fit when she crossed that boundary with me.  I would never tell a provider how to screen.  Boundaries go both ways.
		"
Hunter VanDyke|07/04/2020  3:49  PM|Waiting  30 days for reference check|"
			Not every client can see a provider every 30 days. Plus some providers request multiple references. In that case, not every client can see 2 or 3 providers within 30 days.



	That being said I like when providers publically post their reference sharing requirements. That way if clients dont plan on seeing another provider for a few months, they'll know not to use you as a reference, and there's no timewastimg involved for you, him or the providers he wishes to see.
		"
Hunter VanDyke|07/04/2020  3:38  PM|Happy 4th of July|"
			Happy Independence Day TOBrs. 🇺🇸❤🎆💙
		"
Hunter VanDyke|07/04/2020  3:35  PM|Name change|"
			This right here. I think this is how we do what's right as a society. This is obvious and blatant racism, stuff that's NOT hard to change.  It should have been changed and would have been changed long ago, if it weren't for lumping all the other boulders, not peoples in with it, and making it seem like it was such a big deal when it really wasn't.



	@Bit Banger we're all a work in progress. Our country is always changing, and a work in progress. When we know better we do better. It never ends. Team names change for a variety of reasons, look at Houston, Oilers now Texans. This reason for changing Washingtons name is just common decency in my opinion.



	Change the name.
		"
Hunter VanDyke|07/04/2020  3:02  PM|Roadtrippin Tunes|"
			Thanks for all the songs everyone guys! 🤗



	Adding them now. 💙 🎶
		"
Hunter VanDyke|07/04/2020  2:46  AM|Roadtrippin Tunes|"
			Miss Luna and I are in the middle of a very long journey heading to the east coast, and back home again.  I can already tell my playlist will be getting old. Lol. What are some of your favorite songs to listen to on a long drive?  I have a good one for touring providers who drive. What are some of yours?
		"
Hunter VanDyke|07/03/2020 10:35  PM|Deposits Deposits Deposits!!!|"
			You are ignorant about my business.  I know people are sensitive about that word, but it applies to you. You don't know anything about my options and results, and I'll keep it that way.  I don't report to anyone.  If you want to try your theory, throw an ad up and sell your time and companionship, and put in the work required for a period of time and tell us your results.
		"
Hunter VanDyke|07/03/2020  3:44  AM|stop posting for premium snap or only fans|"
			🧀🧀🧀 heads 😂😂😂
		"
Hunter VanDyke|07/01/2020  4:57  PM|Deposits Deposits Deposits!!!|"
			Fuckin Kaduk 😂😂😂
		"
JRWolfe|07/06/2020 11:40  AM|Client face picture|"
			You don't understand false advertising ???
		"
JRWolfe|07/06/2020  4:44  AM|Name change|"
			My girlfriend is a full blooded native American Indian. (Cherokee ) .She is a huge fan of the Washington Redskins and doesn't consider their name to be racist.
		"
JRWolfe|07/06/2020  4:41  AM|Name change|"
			The Junior high I attended when we moved from Chicago to Denver had their football team called The Raiders. Found out they named them after Paul Revere & The Raiders . Whats next ? Oakland dropping the name Raiders ? PRR had a lot of hit records in the 60's,should they change their band name half a century (plus ) later ??
		"
JRWolfe|07/06/2020  4:25  AM|Providers in Golden|"
			Golden isn't far away at all from Wheat Ridge and Arvada,will bet ladies there will come see you or you can go see them. Some drive right past golden on the way to Blackhawk. Last concert I went to in Golden had several of our ladies in attendance. Granted Golden isn't close to the DTC and Saudia Aurora,but is sure has more than its share of hot ladies.
		"
JRWolfe|07/06/2020  4:16  AM|stop posting for premium snap or only fans|"
			Its how they get money from VOYEURS .
		"
JRWolfe|07/06/2020  4:13  AM|Client face picture|"
			They may not schedule,if they saw our faces.
		"
JRWolfe|07/06/2020  4:12  AM|Fireworks|"
			At precisely 9 PM every night for the last couple of weeks, some fireworks went off in my neighborhood.On the 4th of July,there were so many going off that it did feel like a war zone. In a 4 plex a few houses north,a loud party was going on and they were setting off every firework imaginable...and they were right across the street from a police station ! They continued having a good time while the rest of us tried to sleep.Nice they were blowing off steam...but a bit of consideration would have been appreciated. On the 5th,while going down the alley,I saw passed out bodies snoring away,lots of empty beer cans and a scorched trash bin.Obviously too good of a time was had by all.



	Geeze,now I sound like an old fart.
		"
JRWolfe|07/05/2020 11:06  AM|"Drone surveillance or phone tracking for ""virus"""|"
			Its not working. As you know,I own homes in both Pasadena,CA and Denver,CO. All of my friends and co-workers n California have told me that a LOT of businesses that reopened have already closed down again. The Sunset Strip and downtown Hollyweird , look like ghost towns ,with the nightlife closed down.



	As with Denver,its not just the bars and restaurants that have been hit.Tourism is down and so is retail. Heard Rodeo Dr is facing some permanent closures.



	We need a vaccine to truly recover.
		"
JRWolfe|07/05/2020 10:55  AM|Already July? Damn|"
			The spike in Boulder was of college students. The young also accounted for the huge spike in Florida.
		"
JRWolfe|07/05/2020 10:53  AM|Already July? Damn|"
			Must be a different cemetery.  My grandmother had her birthday July 3.She lives in Illinois and her senior center is in lock down,no one can leave. Obviously she wants to come to Denver for her daughters services.
		"
JRWolfe|07/03/2020  5:17  AM|98 years young|"
			First time I saw Carl Reiner perform was when he and Mel Brooks did their ""2000 Year Old Man"" routine. It was hilarious. Yes,he was a brilliant and talented man. RIP indeed.
		"
JRWolfe|07/03/2020  5:06  AM|Already July? Damn|"
			Rather stay home. Will bet that they are in the next wave.
		"
JRWolfe|07/03/2020  5:02  AM|stop posting for premium snap or only fans|"
			That is why cash is king and why my cc gathers dust.
		"
JRWolfe|07/03/2020  4:57  AM|Ron Jeremy charged with rape.|"
			No one has his size.  But Ron came close.
		"
JRWolfe|07/03/2020  4:55  AM|Already July? Damn|"
			EVERYTHING !  All of the concerts,festivals,cruises,conventions,I was to attend , and industry work has been canceled..up to and including January. (So much for hiring arm candy ).   Had work scheduled to remodel my studio and it has really fallen behind .



	Of course the absolute worst has been that the cemetery STILL doesn't allow funerals because of crowd gathering rules.So we still haven't had one for mom.
		"
Kaduk|07/06/2020  7:36  PM|Name change|"
			Just as long as Jefferson Airplane doesn't ever change their name.....
		"
Kaduk|07/06/2020  7:03  PM|411 on Jennifer Grace|"
			He may think his references are public, would be mistaken, as they are private to his profile view......
		"
Kaduk|07/06/2020  5:59  PM|RIP: Charlie Daniels|"
			Johnny said, ""Devil, just come on back if you ever wanna try again. I done told you once--you son of a bitch--I'm the best there's ever been."" And he played: ~ Charlie Daniels



	_______________________ I loved his music....
		"
Kaduk|07/06/2020  5:20  PM|Looking for older provider|"
			what web browser are you using if I may ask
		"
Kaduk|07/06/2020  5:00  PM|Looking for older provider|"
			Are you referring to mobile?
		"
Kaduk|07/05/2020 10:08  PM|Name change|"
			this just in.



	For decades, the Little Mermaid statue has been targeted. Twice its head has been decapitated and in 1984 its arm was hacked off.....
		"
Kaduk|07/04/2020  5:34  PM|Ginny from Eos|"
			this image - ---> Borrowed



	Shows here as::




		STORMY 949-945-2131 eroticmonkey.ch/stormy-escort-irvine-



				949-945-2131Sept 27, 2016 Irvine, Orange County escortindex.com/ad/orangecounty/949-945-2131/




		Sloan 770-572-5149 Salt Lake UT eroticmonkey.ch/sloan-escort-salt-lake-city-381864



	Observation; the above image looks a lot like porn-star Scarlet Red
		"
Kaduk|07/03/2020 11:21  PM|Roadtrippin Tunes|"
			Currently ---> Dua Lipa







	Dua Lipa - Future Nostalgia (Full Album)







	Joss Stone & Leann Rimes - Crossroads 2007







	Which lead me to more Joss Stone - Put Your Hands On Me











	Kelly Clarkson just because....











	Lady Gaga - Poker Face







	...







	Oh ya did I mention Dua Lipa - Hotter Than Hell







	Could be a theme developing here......
		"
Kaduk|07/03/2020  9:25  PM|Covid-19 Vaccine|"
			Based on the modeling.



	Public health experts, including Anthony Fauci, the director of the National Institute of Allergy and Infectious Diseases, have previously estimated that as many as 100,000 to 200,000 Americans could die from the novel coronavirus.



	The divergent Point 04/08/20



	https://thehill.com/policy/healthcare/491715-key-coronavirus-model-revised-downward-predicts-60k-deaths-in-us-by-august



	Institute for Health Metrics and Evaluation [ IHME ] was on the CDC Web site and was a key forecasting model used by the ""White House"", IHME at that time had revised its prediction of COVID-19 deaths in the U.S.,  estimating a peak of 60,415 dead by early August 2020.



	IHME ---> The main Data Point was the strict adherence to a Nation wide stay-at-home order. sense that was never the case the updated modeling had to include Data where individuals are not adhering to the discipline of distancing.,



	Now then that projection scenario by October 1, 2020 was 175,168 COVID-19 deaths.



	https://covid19.healthdata.org/united-states-of-america



	So the ""White House"" removed IHME's current forecasting data from the CDC website because it didn't fit the ""White House"" agenda.



	____________________________________________



	We are in the middle of this pandemic and as others have stated the modeling will change and update as more science driven data is known.




		Anthony Fauci's was accurate with his estimate that as many as 100,000 to 200,000 Americans could die from the novel coronavirus.


		Institute for Health Metrics and Evaluation [ IHME ] was accurate when the modeling included a strict adherence to a Nation wide stay-at-home order.


		Without a National directive all shit broke loose.



	Don't blame Anthony Fauci as his narrative has been consistent with the science driven data and has never flipped flopped.



	.
		"
Kaduk|07/03/2020  6:16  PM|Members you miss|"
			There are some who should get a kick out of the lyrics just beyond the 3:12 minute mark.....
		"
Kaduk|07/03/2020  6:07  PM|Deposits Deposits Deposits!!!|"
			Street Creds go to ---> An Alpha Female with a Heart .........
		"
Kaduk|07/03/2020  1:52  PM|Name change|"
			I think all it would take for the football team to change its name would be their home field’s title sponsor threatening the loss of millions of dollars........
		"
Kaduk|07/03/2020 10:00  AM|Covid-19 Vaccine|"
			Cautionary tale from a Doctor with Boots on the ground....



	Dr. Joseph Fair is a virologist and epidemiologist ....







	____________________________________________



	Anthony Fauci::



	An American physician and immunologist who has served as the director of the National Institute of Allergy and Infectious Diseases since 1984. Education: College of the Holy Cross, Weill Cornell Medical College, Regis High School.



	Has been Awarded Presidential Medal of Freedom along with other lauded  accolades::






				Presidential Medal of Freedom



				John Dirks Canada Gairdner Global Health Award 2016



				Lasker-Bloomberg Public Service Award 2007



				National Medal of Science for Biological Sciences 2007



				Albany Medical Center Prize 2002



				Prince Mahidol Award



				Ernst Jung Prize for Medicine



				Arthur S. Flemming Award 1979







				Is the embodiment of professionalism,...
		"
Kaduk|07/03/2020  8:19  AM|"Drone surveillance or phone tracking for ""virus"""|"
			Within the phased approach to lifting restrictions for business's across the country, I have empathy for all that had re-opened responsibly. Business's that cater to a one to one dynamic should fair better if those individuals follow the safety guideline directives currently offered by the health professional's ...
		"
Kaduk|07/02/2020 10:29  PM|COVID-19. information sites.|"
			Protect yourself and others in Public from the spread COVID-19



	""We will only gain control over COVID-19 by disciplined public health measures and eventually a vaccine."" ~Admiral.Brett Giroir, MD.| Asst. Health Secretary




		Avoid going to crowded places.


		Keep up to date on the latest information from trusted sources



	...
		"
Kali Sensual Reiki|07/04/2020  9:14  PM|Happy 4th of July|"
			Happy 4th of July! 🇲🇾🥳🥳
		"
Kali Sensual Reiki|07/04/2020  9:03  PM|Name change|"
			I graduated from Fort Lewis College,Durango,CO, 1988. While I attended school back in those days the mascot (sport teams) was called the Raiders. I never thought too much about it. Was kind of taken back when the college changed their sports name to the Sky Hawks. All I thought at the time was yes I think it was more fitting name due the campus sitting on top of mountain butte. The campus has very  picturesque views if you ever been  to Durango go vista the campus. Well for what it is worth. This name changing topic and yes possibly The Raiders (Fort Lewis’s former name) is not a very “nice” name for small college? I don’t know? I really don’t think too much about this sort of stuff. Other than I will be upset if Mount Rushmore is blown up. Stapleton- it will be interesting to see what name they come up with for their name change. Funny thing is all I can  remember about the old airport is that you had to put a coin in the toilet stall to use it. I must have been around 7 years old. - No need to do that at the new airport! Of all the interesting memories I have in life?!😂
		"
Kali Sensual Reiki|07/04/2020 11:45  AM|Waiting  30 days for reference check|"
			100% agree @Hunter VanDyke  always open to helping if it is one of my OWN personal clients. No issues with that. (No I don’t own anyone) 😂😂😂😂 that sound sounds funny to me! May my clients mingle with you as well as yours with mine! - Hopefully that works for understanding?! 😇l
		"
Kali Sensual Reiki|07/04/2020 11:24  AM|Waiting  30 days for reference check|"
			My procedure is that I don’t require references to come and see me. . Seldom have I ever request information from a provider. I am not sure when the NEED for character  reference sharing even began? Kind of an interesting change from when I first started doing this. I also have my own style protocol for helping ladies and clientele out with their comfort needs. And yes I am reference friendly (My procedure is posted in my website) and as long as the gentleman approaches me first and it has not been so long that I don’t remember him 3 months if it has been only one visit. Just want to make sure I have the right “Steve, John, Mike”. Also, as long as I can find the provider listed somewhere? So I may confirm she is safe to confirm safe and legitimate we are golden. Also, please understand because this is an independent biz understanding that not everyone feels comfortable with helping other providers (speaking in general on other ladies needs). Please accept her boundaries with contact. Also, please understand that we all have our own personal comfort levels/understandings/ acceptances of others.
	Rolling with the times ladies and gentlemen! 🥰🤗.



	💋💋 Happy 4th of July to all my friends!!💋💋
		"
Kali Sensual Reiki|06/21/2020  5:45  PM|You GO girl!|"
			Sorry can’t read without paying for a subscription. 😢
		"
Kali Sensual Reiki|06/21/2020  5:35  PM|What is TOB to you?|"
			A place to go where there is a mutual understanding. Not always in agreement. However, for the most part we all can relate to each other and I Am liking to believe we all try to be friends/allies/lover’s...why not? Maybe after all of this we can have another gathering with 10 or more people and not call it riot!
	TOB is also my biggest source for advertising besides Twitter. I have tried other websites. Yet, TOB by far is the greatest form of advertisement for me. ❤️
		"
Kali Sensual Reiki|06/21/2020  5:19  PM|FD|"
			Happy Father’s Day!❤️
		"
Kali Sensual Reiki|06/21/2020  5:17  PM|Happy Father's Day TOB Dads|"
			Happy Father’s to all the wonderful fathers out there ❤️
		"
Kali Sensual Reiki|06/20/2020 12:00  AM|Every morning a new arrival...|"
			You may still practice Summer Solstice skyClad. Do your naked dance and enjoy yourself! Working through the trying times.  I love summer and was so excited for Summer to come this year. My flowers are so amazing this year all bloomed so early ahead of normal years.  Do what you can to stay positive and healthy!
	Happy Summer Solstice June 20Th, 2020.
		"
Kali Sensual Reiki|05/23/2020  3:02  PM|Asian male looking for a female to party with.|"
			Party like this🤩🥳🤩🥳 always fun!
		"
Kali Sensual Reiki|05/23/2020  2:58  PM|Members you miss|"
			Catrina Heart! My good friend. I miss a few more ladies I used to converse with over the phone with like, Sunny Phillips who at times was a Wealth of help at times. Naughty Destiny- she got me laughing so hard at times. Someone else who advertised in the Oyster with me (not at liberty to share her name). 💋💋
		"
Kali Sensual Reiki|05/23/2020  2:47  PM|JUST MOVED TO DENVER|"
			Welcome in!
		"
Kali Sensual Reiki|05/23/2020  1:28  PM|Get Up and Dance!|"
			Music is a must always! 🎶🎶💋💋
		"
Kali Sensual Reiki|05/08/2020  5:32  PM|Making porn to get through the RONA|"
			Mommy is an adult and pornography is legal. Mommy is social distancing herself and making money paying bills and feeding JR. Our opinions don’t matter much because mommy does what mommy does.
		"
Kali Sensual Reiki|05/01/2020 12:40  AM|Hotels not allowing guests|"
			Agree with Audrey!😘💕
		"
Laci French|06/06/2020  7:34  PM|Been heavy|"
			Been emotionally heavy lately and I'm just checking in on all of you.



	Sending much love and peace out to all of you.
		"
Laci French|06/06/2020  7:33  PM|Banners|"
			Go to profile billing and it will be in the upgrade options.
		"
Laci French|06/06/2020 10:30  AM|Banners|"
			Definitely is worth the price.
		"
Laci French|06/05/2020  1:17  PM|the chicken or egg problem|"
			You can message me and I can try to answer about p411.



	I love it and have been a member for years.  I believe they are accepting new ladies and it makes screening so much easier.
		"
Laci French|06/04/2020  7:36  PM|K Time to Lighten It Up Again...|"
			If she refuses to swallow, put it on a spoon and make airplane noises.
		"
Laci French|05/30/2020 11:24  AM|There are some awesome rates right now.|"
			Shaft of woogie or the other shaft?😂
		"
Laci French|05/29/2020 11:18  AM|How to??|"
			I'll pm you😊
		"
Laci French|05/28/2020  1:19  PM|has anyone tried these?|"
			You're welcome gents😉😋
		"
Laci French|05/28/2020  1:12  PM|has anyone tried these?|"
			Helpful hints to find the clit...



		The clit looks like the head of a squirrel. It will have 2 eyes and little ears and a furry top. It will be located about 3 inches above the bunghole up the small of the back. If that does not work for you try the clitoris call. This is done by pinching your cheek and moving it rapidly back and forth. It will make a wet chirping sound like a squirrel and the clit will poke its head out when it hears that.  Happy clit hunting.
		"
Laci French|05/28/2020 11:32  AM|has anyone tried these?|"
			🤣🤣🤣🤣
		"
Laci French|05/28/2020 11:26  AM|Lockdown stay at home order (or whatever it is) is over now what?|"
			Only for the brave and with a healthy heart.
		"
Laci French|05/28/2020  7:54  AM|has anyone tried these?|"
			I don't really think a condom is going to help in finding a condom.  The clit is in plain sight and that proves to be a difficult find for some🤣🤣
		"
Laci French|05/28/2020  7:52  AM|Admins rejecting my post ??|"
			I hope the Admins feel the love from all of us❤
		"
Laci French|05/26/2020  6:42  PM|Admins rejecting my post ??|"
			I love you🤣🤣🤣
		"
Laci French|05/26/2020  6:04  PM|Have times really changed that much?|"
			Definitely not the norm.
		"
Liliane Rousseau|05/12/2020  7:48  AM|Quarantine Highs and Lows :-P|"
			Sadly this is true! That and live music events. I don't see how you guys even like web caming! I prefer human contact always. Just a touchy feey gal!



	Either way, let's stay positive and healthy! Have a great day!
		"
Liliane Rousseau|05/02/2020  5:37  PM|Quarantine Highs and Lows :-P|"
			I love long hair!  :-D
		"
Liliane Rousseau|05/02/2020  5:36  PM|Quarantine Highs and Lows :-P|"
			I hear you! Some alone time is good but being an extrovert this is starting to grate on my last nerves!
		"
Liliane Rousseau|05/02/2020  5:35  PM|Quarantine Highs and Lows :-P|"
			Yes I'm learning a lot about people!! This is bringing out character for sure!
		"
Liliane Rousseau|05/01/2020  8:47  AM|Quarantine Highs and Lows :-P|"
			What has been the best and worst experiences for all of us that have to stay home for work?



	Some best has been: 1. cleaning the entire condo like never before



	                                      2. pulling out my violin and actually playing it! :-)



	                                      3 taking more time to reach out to friends and family on the phone



	Worst has been :    Missing my gym buddies ( although been working out daily ;-))



	                                  Getting a nice massage!



	                                  Missing the rush hour traffic on Leedsdale  ( jk just seeing if y'all are actually reading this! )



	Feel free to share or vent! If you are struggling we are here for you !



	Hugs n kisses



	Lily
		"
Liliane Rousseau|03/22/2020  6:45  PM|Covid-19 (2019 novel coronavirus)|"
			Totally agree girl!
		"
Liliane Rousseau|03/15/2020  9:34  AM|Covid-19 (2019 novel coronavirus)|"
			Might as well have  smile on your face ! lol. I understand your concern. I'm sure most on here are taking extra precautions to keep this a fun and relaxing exxxperience! Have a good one!
		"
Liliane Rousseau|03/15/2020  9:29  AM|Big donations|"
			Amen!
		"
Liliane Rousseau|12/12/2019  7:20  PM|What matters most to you in a client/provider relationship? Let's keep this PG please|"
			That's hot. Just a good old fashioned stare.
		"
Liliane Rousseau|12/12/2019  7:19  PM|What matters most to you in a client/provider relationship? Let's keep this PG please|"
			That sounds fabulous! But then again a lot want pure fantasy then POOF right?
		"
Liliane Rousseau|12/12/2019 11:16  AM|What matters most to you in a client/provider relationship? Let's keep this PG please|"
			Clearly but what exactly makes for that connection is what I’m opening up for discussion !
		"
Liliane Rousseau|12/12/2019  8:56  AM|What matters most to you in a client/provider relationship? Let's keep this PG please|"
			Yes! What are some details that help you connect? :-D
		"
lintlizard|06/20/2020  1:36  PM|You GO girl!|"
			Looks like the pandemic is actually helping some ladies self actualize in the adult sex industry -



	thedailybeast.com/the-porn-industry-is-having-a-major-meltdown
		"
lintlizard|06/15/2020  8:45  PM|411 on Vera Star|"
			now on p411 - https://preferred411.com/P333386
		"
lintlizard|06/11/2020  4:38  AM|Settling In|"
			I wear a mask in public.
		"
lintlizard|06/07/2020 11:46  AM|Travel during uncertain times|"
			I've been out of the country - getting out is no problem, but getting back in is a little work.
		"
lintlizard|06/06/2020 10:14  AM|Colombia vs. Dominican Republic|"
			I think you should go to Colombia and report back.
		"
lintlizard|05/19/2020  1:25  PM|An Actual Connection?!?|"
			No dude - you are probably the  better man!



	I have found this ""hobby"" to be fraught with difficulties that you mention - mainly, interpreting what feels like a wonderful connection as something more than a transaction, and wanting it last for more than an hour and on more levels than just BCD....



	Want you want does exist, but probably not here.



	And now I'm sure to get the same beragge of belittling comments....



	So, have at it folks - whatever makes you bigger.
		"
lintlizard|05/02/2020 10:13  PM|Kinda feels like TOB is done....|"
			Really???



	2Big you go there?
		"
lintlizard|05/02/2020  5:01  PM|written from the provider's perspective during the RONA|"
			I guess we're all suckers then, eh?
		"
lintlizard|05/02/2020  5:00  PM|written from the provider's perspective during the RONA|"
			That's what's enlightening - all my sexts are just getting eye rolls and tiresome sighs on the other end.....



	Argh.
		"
lintlizard|05/02/2020  8:16  AM|Quarantine Highs and Lows :-P|"
			Worst



		Forced to be utterly alone for so long and not loose myself in the moment with a beautiful lady


	Best



		Forced to be utterly alone for so long and not loose myself in the moment with a beautiful lady
		"
lintlizard|05/02/2020  8:08  AM|written from the provider's perspective during the RONA|"
			...sad, poignant, and enlightening - go ahead and read it, you've gotten nothing but time on your hands



	https://www.thedailybeast.com/my-rich-clients-keep-trying-to-book-me-for-pandemic-sex
		"
lintlizard|05/02/2020  8:05  AM|Dr. Deborah Brix|"
			Agreed!  The woman who presents herself in the workplace or social situations with intellect, competence and poise , and then gets slutty and freaky behind closed doors - OH YEAH!



	I'm with you oldertruckguy!
		"
